1.21940617e-04,1.19554817e-04,1.17512735e-04,1.13074855e-04,1.09802995e-04,1.07350461e-04,1.05754812e-04,1.05631572e-04,1.07129912e-04,1.08479770e-04,1.10095349e-04,1.10548727e-04,1.09901472e-04,1.07429877e-04,1.04325784e-04,1.00712353e-04,9.82028318e-05,9.54395611e-05,9.47848134e-05,9.43464725e-05,9.60584630e-05,9.80180381e-05,1.01393450e-04,1.05304812e-04,1.09062071e-04,1.11499813e-04,1.12709667e-04,1.11726036e-04,1.09771419e-04,1.06394731e-04,1.04637581e-04,1.01646524e-04,1.00150152e-04,9.87875048e-05,9.74607131e-05,9.64171520e-05,9.55190508e-05,9.47495306e-05,9.47147808e-05,9.51122730e-05,9.67292378e-05,9.80617302e-05,9.94092565e-05,9.89276261e-05,9.77506600e-05,9.48066705e-05,9.15877433e-05,8.99383200e-05,8.80086208e-05,8.93582948e-05,9.02515082e-05,9.26473488e-05,9.40467413e-05,9.55579097e-05,9.63913807e-05,9.66151118e-05,9.71110261e-05,9.65737138e-05,9.57959049e-05,9.38585150e-05,9.34159687e-05,9.19927537e-05,9.28552576e-05,9.26052109e-05,9.28024618e-05,9.20256874e-05,9.16442503e-05,9.05003227e-05,8.97763527e-05,8.89887317e-05,8.84354856e-05,8.79054477e-05,8.68591042e-05,8.62380432e-05,8.50529783e-05,8.53162018e-05,8.46928802e-05,8.46538960e-05,8.45282705e-05,8.48967055e-05,8.50071113e-05,8.62283555e-05,8.69995233e-05,8.91552351e-05,9.03928413e-05,9.33417091e-05,9.46958560e-05,9.59154558e-05,9.54203360e-05,9.56621060e-05,9.50723674e-05,9.62489226e-05,9.64983680e-05,9.90084605e-05,1.00297417e-04,1.03505219e-04,1.05741024e-04,1.07932790e-04,1.09061466e-04,1.09956117e-04
1.20723823e-04,1.18444696e-04,1.16434368e-04,1.12735744e-04,1.08460380e-04,1.05762029e-04,1.05130928e-04,1.05284991e-04,1.06173222e-04,1.07756706e-04,1.08718209e-04,1.08586807e-04,1.07909240e-04,1.05069983e-04,1.02768585e-04,9.92757557e-05,9.67836418e-05,9.49526794e-05,9.42157585e-05,9.37850453e-05,9.48456094e-05,9.72722387e-05,1.00244241e-04,1.04960354e-04,1.08711879e-04,1.11526139e-04,1.12828601e-04,1.12086201e-04,1.10590736e-04,1.07791887e-04,1.05495575e-04,1.03994225e-04,1.02357528e-04,1.00367196e-04,9.88373428e-05,9.73203404e-05,9.58631531e-05,9.48476817e-05,9.52297053e-05,9.57041771e-05,9.73139227e-05,9.83974896e-05,9.94832322e-05,9.98074613e-05,9.78107549e-05,9.53281697e-05,9.22129979e-05,8.98579185e-05,8.90426749e-05,9.02308366e-05,9.17863342e-05,9.47355063e-05,9.60013471e-05,9.71466523e-05,9.82922732e-05,9.82027406e-05,9.77037779e-05,9.63544133e-05,9.54533040e-05,9.35441273e-05,9.26556798e-05,9.21008432e-05,9.23021987e-05,9.23883755e-05,9.27682101e-05,9.24526869e-05,9.07305592e-05,8.98039777e-05,8.91618766e-05,8.88724867e-05,8.82895692e-05,8.92004711e-05,8.79871668e-05,8.77658253e-05,8.71883620e-05,8.69116982e-05,8.60012392e-05,8.62136614e-05,8.61582584e-05,8.70297949e-05,8.61450493e-05,8.79110198e-05,8.79240063e-05,9.02953911e-05,9.12924427e-05,9.39385516e-05,9.51198869e-05,9.69998887e-05,9.70695612e-05,9.72738392e-05,9.72852009e-05,9.73694180e-05,9.79134358e-05,9.98779186e-05,1.01107731e-04,1.03204162e-04,1.04961295e-04,1.06257988e-04,1.07341112e-04,1.07549932e-04
1.19386063e-04,1.17562895e-04,1.15209947e-04,1.11309495e-04,1.08459124e-04,1.05731466e-04,1.04109569e-04,1.04531767e-04,1.05081603e-04,1.06170183e-04,1.07607599e-04,1.07728664e-04,1.06396375e-04,1.04535118e-04,1.01703548e-04,9.82790542e-05,9.65452371e-05,9.41710084e-05,9.40505342e-05,9.40724239e-05,9.41492900e-05,9.69610816e-05,9.97569464e-05,1.04332403e-04,1.07441533e-04,1.11159235e-04,1.12047816e-04,1.11618976e-04,1.10273871e-04,1.09038070e-04,1.06627258e-04,1.05042440e-04,1.03607183e-04,1.02079384e-04,1.00180011e-04,9.81933039e-05,9.66791575e-05,9.54062757e-05,9.49886174e-05,9.52703365e-05,9.67519883e-05,9.78805625e-05,9.92763578e-05,9.88476881e-05,9.77112095e-05,9.61076013e-05,9.27737054e-05,9.14077508e-05,9.06739277e-05,9.26064817e-05,9.45660212e-05,9.69375935e-05,9.86709213e-05,9.98911982e-05,9.97671602e-05,1.00218293e-04,9.98224572e-05,9.86048828e-05,9.77130727e-05,9.57379421e-05,9.47904102e-05,9.34388320e-05,9.37541065e-05,9.38234248e-05,9.34146290e-05,9.19970168e-05,9.06420132e-05,8.99889841e-05,8.86471521e-05,8.95530768e-05,8.95374136e-05,8.92727323e-05,8.91640243e-05,8.96116987e-05,8.85740139e-05,8.84645020e-05,8.80519425e-05,8.88448818e-05,8.77752012e-05,8.81733033e-05,8.84305722e-05,8.88267333e-05,8.93437871e-05,9.19560795e-05,9.22583205e-05,9.55801763e-05,9.61756879e-05,9.84991144e-05,9.84610842e-05,9.90983969e-05,9.84404353e-05,9.90024364e-05,9.96874347e-05,1.00203303e-04,1.01507667e-04,1.02969726e-04,1.03959726e-04,1.05662531e-04,1.06590183e-04,1.06915896e-04
1.16357212e-04,1.15177304e-04,1.13085807e-04,1.09544862e-04,1.06223078e-04,1.03706004e-04,1.02017094e-04,1.02308000e-04,1.03277534e-04,1.04556401e-04,1.04881245e-04,1.04563307e-04,1.03519651e-04,1.01149292e-04,9.89334564e-05,9.63398728e-05,9.45509752e-05,9.40574702e-05,9.27777648e-05,9.25595386e-05,9.32824765e-05,9.54740851e-05,9.82916253e-05,1.02869480e-04,1.06740721e-04,1.09944771e-04,1.11350478e-04,1.12409272e-04,1.11509325e-04,1.10650761e-04,1.09339364e-04,1.08430448e-04,1.06561250e-04,1.05077360e-04,1.02129017e-04,9.90806247e-05,9.69527397e-05,9.54514840e-05,9.55686622e-05,9.58719628e-05,9.69969078e-05,9.80446057e-05,9.88820768e-05,9.85321332e-05,9.78125189e-05,9.57827321e-05,9.41434356e-05,9.28555000e-05,9.30940104e-05,9.50265027e-05,9.83227961e-05,1.00663980e-04,1.02144158e-04,1.02868995e-04,1.03025857e-04,1.02458387e-04,1.01995603e-04,1.00440464e-04,9.84759323e-05,9.69545720e-05,9.57211798e-05,9.47331473e-05,9.48451721e-05,9.45028012e-05,9.43076414e-05,9.28989782e-05,9.07992364e-05,8.91572387e-05,8.87337200e-05,8.93021674e-05,9.04571908e-05,9.12224522e-05,9.17555500e-05,9.23730584e-05,9.19435201e-05,9.18640376e-05,9.22932415e-05,9.20037604e-05,9.10184050e-05,9.11145798e-05,9.12212027e-05,9.24790926e-05,9.22916367e-05,9.37557735e-05,9.48537339e-05,9.68324811e-05,9.78677037e-05,9.99396346e-05,1.00777603e-04,1.00816350e-04,1.01061683e-04,1.01163022e-04,1.01613929e-04,1.01964880e-04,1.02502196e-04,1.02465627e-04,1.03224844e-04,1.03205150e-04,1.03286100e-04,1.03351921e-04
1.13740102e-04,1.12390493e-04,1.11269996e-04,1.08519976e-04,1.04374152e-04,1.02438608e-04,1.00659629e-04,1.01122767e-04,1.00973081e-04,1.02734363e-04,1.02336217e-04,1.02333107e-04,1.01587719e-04,9.96419980e-05,9.73796189e-05,9.59281351e-05,9.38359915e-05,9.31990039e-05,9.23814580e-05,9.25703729e-05,9.31371757e-05,9.43940835e-05,9.72540287e-05,1.01525610e-04,1.04706945e-04,1.08034860e-04,1.10292618e-04,1.11284214e-04,1.11651460e-04,1.12145284e-04,1.11788299e-04,1.10822249e-04,1.09452783e-04,1.06883019e-04,1.03678461e-04,1.00382214e-04,9.69793053e-05,9.51080372e-05,9.52468795e-05,9.49831673e-05,9.55267856e-05,9.56041197e-05,9.64342045e-05,9.76268703e-05,9.73677591e-05,9.62412114e-05,9.53700140e-05,9.50810137e-05,9.65454588e-05,9.83940315e-05,1.01499802e-04,1.03743891e-04,1.05385264e-04,1.05988723e-04,1.06805158e-04,1.06355467e-04,1.05341576e-04,1.04377777e-04,1.02871825e-04,1.00567871e-04,9.92594248e-05,9.85538151e-05,9.71964350e-05,9.68599916e-05,9.51377805e-05,9.38069034e-05,9.18018661e-05,9.00450702e-05,8.98814712e-05,9.03224022e-05,9.13713229e-05,9.30170326e-05,9.35730429e-05,9.36722242e-05,9.48928545e-05,9.52729706e-05,9.51412104e-05,9.41818746e-05,9.44825064e-05,9.39687416e-05,9.36669440e-05,9.47185684e-05,9.48449600e-05,9.66930810e-05,9.66603479e-05,9.89219769e-05,9.91564148e-05,1.01125031e-04,1.01649601e-04,1.02383450e-04,1.02441074e-04,1.02825515e-04,1.02774916e-04,1.02581035e-04,1.02700508e-04,1.02291222e-04,1.02481986e-04,1.02270491e-04,1.02101517e-04,1.02678059e-04
1.11309275e-04,1.10486662e-04,1.08723301e-04,1.06325856e-04,1.03138497e-04,1.00696446e-04,9.86155757e-05,9.93474128e-05,9.96525883e-05,1.00712503e-04,1.01401635e-04,1.01026925e-04,9.93972838e-05,9.80441967e-05,9.58727202e-05,9.51102420e-05,9.28494524e-05,9.26460940e-05,9.13779093e-05,9.21366114e-05,9.16564270e-05,9.34946954e-05,9.61488723e-05,9.99211155e-05,1.03476303e-04,1.06938383e-04,1.09569862e-04,1.11325103e-04,1.12733712e-04,1.12995630e-04,1.13726958e-04,1.13162635e-04,1.11059165e-04,1.07753930e-04,1.04293482e-04,9.97440294e-05,9.70838223e-05,9.46952071e-05,9.45387255e-05,9.39645414e-05,9.46359708e-05,9.48673489e-05,9.50338802e-05,9.53145616e-05,9.55616872e-05,9.61302436e-05,9.58911048e-05,9.68813940e-05,9.87192110e-05,1.00736300e-04,1.03129059e-04,1.05004478e-04,1.06972206e-04,1.07716451e-04,1.07583282e-04,1.07882429e-04,1.06838047e-04,1.05942078e-04,1.04846085e-04,1.03010867e-04,1.01032005e-04,1.00358094e-04,1.00040092e-04,9.89003119e-05,9.75957498e-05,9.50182489e-05,9.31310910e-05,9.14362638e-05,9.14993775e-05,9.16028757e-05,9.30714858e-05,9.39896801e-05,9.53960469e-05,9.56473043e-05,9.72346943e-05,9.73556015e-05,9.78360400e-05,9.66980556e-05,9.66452190e-05,9.60320900e-05,9.61304168e-05,9.73024913e-05,9.76326035e-05,9.88737019e-05,9.87326267e-05,9.96042264e-05,9.96653201e-05,1.00078138e-04,1.00550154e-04,1.01859416e-04,1.02762015e-04,1.02523162e-04,1.03165344e-04,1.03218174e-04,1.02646555e-04,1.02365944e-04,1.01560299e-04,1.00732963e-04,1.00477633e-04,1.00439142e-04
1.09831047e-04,1.09050936e-04,1.07835305e-04,1.05603087e-04,1.02106903e-04,1.00448783e-04,9.84828863e-05,9.89383883e-05,9.92921209e-05,9.98852412e-05,1.01181983e-04,1.00107497e-04,9.99931872e-05,9.78334394e-05,9.61860344e-05,9.46761218e-05,9.28172370e-05,9.20782627e-05,9.15285212e-05,9.11271825e-05,9.14323461e-05,9.33466629e-05,9.55236403e-05,9.82790982e-05,1.01997555e-04,1.05075179e-04,1.07824252e-04,1.10539800e-04,1.13047336e-04,1.13928899e-04,1.14733795e-04,1.14094357e-04,1.11880309e-04,1.08620876e-04,1.03977604e-04,9.99108173e-05,9.71422783e-05,9.48511132e-05,9.34655327e-05,9.26850427e-05,9.26108419e-05,9.25242775e-05,9.27040974e-05,9.42769405e-05,9.48558312e-05,9.62763394e-05,9.75310901e-05,9.83989446e-05,9.99682243e-05,1.01613242e-04,1.03207755e-04,1.04826367e-04,1.06747363e-04,1.07999495e-04,1.09177783e-04,1.09095228e-04,1.09497389e-04,1.08364902e-04,1.06519919e-04,1.05728263e-04,1.04241167e-04,1.03228466e-04,1.01918868e-04,1.01313083e-04,9.90589211e-05,9.75220203e-05,9.50412220e-05,9.38772505e-05,9.34588964e-05,9.37562741e-05,9.44223254e-05,9.40559480e-05,9.50641706e-05,9.65547816e-05,9.73326795e-05,9.78530913e-05,9.76045176e-05,9.76023883e-05,9.72962327e-05,9.69881379e-05,9.72531563e-05,9.81422339e-05,9.87169796e-05,9.97375677e-05,9.92399601e-05,9.91571247e-05,9.78415846e-05,9.90713217e-05,9.91873578e-05,9.99242913e-05,1.01612761e-04,1.02282754e-04,1.02950195e-04,1.03019428e-04,1.02562994e-04,1.02474792e-04,1.01163189e-04,1.01468685e-04,1.00582558e-04,1.00489857e-04
1.08774104e-04,1.08542933e-04,1.06396574e-04,1.04892181e-04,1.01453605e-04,9.95935921e-05,9.82041805e-05,9.83872011e-05,9.91387474e-05,1.00185999e-04,1.01197779e-04,1.00844076e-04,1.00037144e-04,9.83154030e-05,9.58851054e-05,9.35432695e-05,9.23910389e-05,9.17812420e-05,9.10501787e-05,9.12012701e-05,9.20073072e-05,9.30586336e-05,9.49849962e-05,9.82607827e-05,1.01143766e-04,1.04952582e-04,1.08063741e-04,1.10288007e-04,1.12397775e-04,1.14459185e-04,1.14488878e-04,1.13773649e-04,1.11725955e-04,1.07705716e-04,1.04171200e-04,1.00294045e-04,9.70151648e-05,9.46474659e-05,9.37365096e-05,9.34153766e-05,9.30414823e-05,9.24300764e-05,9.17879817e-05,9.22173875e-05,9.33406672e-05,9.53046334e-05,9.70237501e-05,9.96339787e-05,1.00443195e-04,1.01568572e-04,1.02519599e-04,1.03428591e-04,1.04618719e-04,1.06396336e-04,1.07215115e-04,1.08409635e-04,1.08494202e-04,1.07779983e-04,1.07250445e-04,1.05527624e-04,1.05077576e-04,1.03990229e-04,1.03755154e-04,1.03579838e-04,1.02126566e-04,1.00016648e-04,9.81813059e-05,9.62815534e-05,9.61030787e-05,9.50160847e-05,9.52845446e-05,9.44843261e-05,9.52410298e-05,9.57865234e-05,9.63342259e-05,9.67673702e-05,9.78841341e-05,9.79785930e-05,9.75301528e-05,9.80404680e-05,9.82494411e-05,9.95008871e-05,9.99311909e-05,1.00105355e-04,9.86079930e-05,9.72774450e-05,9.58800320e-05,9.56859901e-05,9.61062606e-05,9.77586027e-05,9.91921618e-05,1.00867517e-04,1.01693981e-04,1.01858732e-04,1.02205210e-04,1.02077053e-04,1.01324183e-04,1.01077815e-04,1.00064477e-04,9.97184310e-05
1.08433385e-04,1.08144925e-04,1.06432502e-04,1.04515085e-04,1.02058503e-04,9.96739254e-05,9.90277826e-05,9.90421481e-05,1.00409856e-04,1.00948870e-04,1.01965342e-04,1.01738400e-04,1.01094539e-04,9.80287875e-05,9.64662459e-05,9.32823526e-05,9.23654446e-05,9.15939392e-05,9.13461057e-05,9.23362921e-05,9.24234111e-05,9.36910050e-05,9.50797584e-05,9.75449176e-05,9.99110662e-05,1.03594876e-04,1.06535762e-04,1.09677975e-04,1.11952778e-04,1.12955233e-04,1.13300013e-04,1.12303899e-04,1.10328556e-04,1.07418700e-04,1.04233036e-04,1.00486232e-04,9.83902614e-05,9.66445819e-05,9.53207456e-05,9.42837114e-05,9.30346310e-05,9.23067795e-05,9.19590437e-05,9.19442899e-05,9.31231432e-05,9.59586799e-05,9.80898963e-05,1.00012757e-04,1.00559781e-04,1.01066656e-04,1.01370399e-04,1.02198988e-04,1.02908715e-04,1.04469370e-04,1.05778514e-04,1.07363190e-04,1.07654581e-04,1.07252570e-04,1.07043829e-04,1.05478744e-04,1.05149063e-04,1.05636139e-04,1.05481010e-04,1.04773361e-04,1.03662955e-04,1.02464837e-04,1.00350389e-04,9.92263195e-05,9.73581888e-05,9.62870944e-05,9.46825848e-05,9.42541398e-05,9.33855363e-05,9.33925610e-05,9.47990303e-05,9.56324658e-05,9.59576366e-05,9.64572680e-05,9.70445882e-05,9.82962096e-05,9.86965798e-05,1.00114529e-04,9.88668973e-05,9.90246005e-05,9.63378306e-05,9.58869987e-05,9.39430346e-05,9.39968558e-05,9.50048421e-05,9.69650029e-05,9.77363310e-05,9.91443717e-05,1.00616143e-04,1.01389287e-04,1.01551227e-04,1.02324484e-04,1.01620654e-04,1.01327532e-04,1.00476287e-04,1.00441883e-04
1.08170209e-04,1.07286002e-04,1.06152781e-04,1.03645346e-04,1.01115306e-04,9.97027144e-05,9.88893073e-05,9.92173083e-05,1.00805699e-04,1.01409785e-04,1.02893330e-04,1.01973775e-04,1.01395619e-04,9.81742196e-05,9.53237328e-05,9.34072677e-05,9.18424537e-05,9.20934112e-05,9.25569345e-05,9.37973422e-05,9.47714086e-05,9.56779369e-05,9.66349768e-05,9.81028012e-05,1.00846927e-04,1.03088550e-04,1.06109401e-04,1.08773161e-04,1.09732196e-04,1.10867051e-04,1.10842709e-04,1.09754095e-04,1.08548672e-04,1.05861953e-04,1.04123842e-04,1.01600006e-04,9.97585169e-05,9.83518650e-05,9.81362797e-05,9.71294573e-05,9.59043378e-05,9.39611288e-05,9.23381032e-05,9.12691168e-05,9.24776894e-05,9.44847322e-05,9.75967330e-05,1.00232026e-04,1.01400120e-04,1.02209692e-04,1.01913814e-04,1.01939785e-04,1.02069478e-04,1.02990123e-04,1.04265099e-04,1.04894089e-04,1.05608728e-04,1.04961617e-04,1.04979689e-04,1.04771675e-04,1.05173261e-04,1.05941734e-04,1.06732004e-04,1.06568287e-04,1.06382232e-04,1.04565218e-04,1.02645304e-04,1.01111396e-04,9.91466028e-05,9.69855914e-05,9.48203721e-05,9.36108312e-05,9.20899264e-05,9.19266472e-05,9.30634047e-05,9.39033278e-05,9.56170306e-05,9.68716979e-05,9.80393302e-05,9.96973589e-05,9.95606455e-05,1.00641531e-04,9.91799127e-05,9.83369150e-05,9.54480938e-05,9.39090404e-05,9.28062919e-05,9.33548291e-05,9.39957275e-05,9.52697214e-05,9.69161426e-05,9.80099741e-05,9.93544882e-05,9.99608444e-05,1.00781097e-04,1.01123751e-04,1.01305848e-04,1.00694147e-04,1.01043949e-04,1.00260323e-04
